"PSG Login ID","Intel Login ID","Intel WWID","PSG EMP ID"
"CHTTAN","CHINTZUT","11691853","11693"
"CHU","HUCHING","11644413","08384"
"CHUHNG","NGCHUNHS","11660405","11057"
"CHWANG","CHUNWOOI","10695341","05675"
"CHWONG","CHWONG","11644310","04724"
"CHWTAN","CHUWEITA","11677619","11340"
"CHWU","CHUNGHSI","11708174","11745"
"CHWYAP","CHWYAP","11645785","10051"
"CHYANG","HENRYYAN","11681598","11509"
"CHYAP","CHYAP","11298944","10001"
"CHYEAP","CHYEAP","10712806","07967"
"CHYLEE","CLEE41","11122750","08049"
"CHYTAN","CHYTAN","11646453","08096"
"CILOH","CILOH","11646150","05676"
"CINNECCO","CINNECCO","11644150","10875"
"CIOOI","CIOOI","11646515","06567"
"CJACKSON","CRAIGJAC","11646249","08789"
"CJIAO","JOSEPHJI","11671619","11216"
"CJWCHNG","CLARISJI","11679864","11357"
"CKANG","CANG1","10681844","09096"
"CKCHAI","CKCHAI","11644382","04889"
"CKCHAN","CKCHAN","11646179","05758"
"CKCHEE","CCHEE1","10660083","11085"
"CKEARNEY","CLKEARNE","11645954","08976"
"CKGOH","CHONGKEA","11646133","05573"
"CKHOR","CHINGKOO","11645937","09030"
"CKKEE","CKKEE","11646650","06837"
"CKKIEW","CKKIEW","10709860","06033"
"CKKUIT","CKKUIT","11645685","03688"
"CKLEE","CLEE10","10507021","08639"
"CKLEONG","CKLEONG","11645573","03204"
"CKLOO","CKLOO","10005875","01875"
"CKOAY","CLEOKOAY","11707398","11702"
"CKQUAH","CKQUAH","11452822","07766"
"CKTAN","CKTAN","11645670","03528"
"CKTANG","CKTANG","11646646","06831"
"CKUO","CARLOSKX","11707702","11826"
"CKWONG","CHOONGKI","11645297","01923"
"CKWOO","CKWOO","11272300","10591"
"CKYAP","CYAP10","11303275","11370"
"CKYEOW","CKYEOW","11227651","09235"
"CLAM","CLAMLEVE","11645569","03183"
"CLANGGAA","CLANGGAA","11645815","09329"
"CLAUREYE","CLAUREYE","11645521","02887"
"CLCHEE","CLCHEE","11339300","05966"
"CLCHONG","LEONARDC","11644569","08674"
"CLE","LEC","11678259","11404"
"CLECLAIR","CRAIGLEC","11644678","00299"
"CLIM","SINNEELI","11670789","04794"
"CLIU","CHUNSHEN","11689364","07456"
"CLKOK","CLKOK","10683187","10157"
"CLKUAY","CKUAY","10672042","06793"
"CLLEW","CLLEW","11258689","06796"
"CLLI","CLAUDELI","11646722","07714"
"CLLOW","CLLOW","11646334","06228"
"CLNG","CLNG","11646738","06944"
"CLOGAN","CLOGAN","11644735","10546"
"CLOH","CHEELEON","11645528","02942"
"CLOPEZ","CLLOPEZ","11644379","04874"
"CLSEE","CLSEE","11646900","07336"
"CLSOON","CLSOON","11644959","10421"
"CLU","TSUNGHSI","11644383","04890"
"CMARTIN","MARTINCJ","11644903","09758"
"CMARYAN","CMARYAN","11646696","07791"
"CMATHIAS","CMATHIAS","11645835","09344"
"CMAU","CLMAU","11646141","05622"
"CMCCARTH","MCCARTH1","11646855","07451"
"CMCHAN","CHINMING","10712380","07125"
"CMCHIN","CMCHIN","11045411","08078"
"CMLEONG","CMLEONG","10636263","10142"
"CMLIU","CHANGM2X","11707196","11829"
"CMONARDO","CSMONARD","11674631","09936"
"CMONG","CMONG","11266121","06461"
"CMOORE","CTMOORE","11646793","07572"
"CMOYNIHA","CMOYNIHA","11657518","10964"
"CMTAN","CMTAN","11646280","06017"
"CMTEO","CMTEO","11646599","07948"
"CMULLER","CFMLLER","11644328","10740"
"CNCHYE","CNCHYE","10685457","03914"
"CNEAL","CNEAL","11645211","01323"
"CNELSON","CANELSON","11647208","06963"
"CNLIEW","CNLIEW","11645686","03692"
"CNPHOON","CNPHOON","11646865","07178"
"CNTAN","CNTAN","11646555","06699"
"COFLYNN","COFLYNN","11646013","05238"
"COLIU","COLIU","11645848","09199"
"CPAGANO","CARMINEP","11659218","11030"
"CPALOMO","CPALOMO","11646882","07526"
"CPASS","CJPASS","11645095","00711"
"CPCHAN","CHEEPINC","11646337","06233"
"CPCHEW","CPCHEW","11645534","02993"
"CPCHIN","CPCHIN","11645518","02878"
"CPEREZ","CELINAPE","11646277","08248"
"CPLIM","CHOOIPEI","11645390","02461"
"CPOTTS","CPOTTS","11644305","04708"
"CPOULTER","CPOULTER","11644687","00397"
"CPRYOR","CPRYOR","11645664","03481"
"CPTAN","CPTAN","11571120","06766"
"CQUILIND","CQUILIND","11644807","09561"
"CRAJASEK","CRAJASEK","11681592","11461"
"CRAUER","CRAUER","11646156","05692"
"CREINHAR","CREINHAR","11646547","06670"
"CREN","RENCHANG","11644899","09751"
"CRODRIGU","CELIAROD","11645233","01527"
"CROMANO","CROMANO","11644724","09441"
"CRUBEN","CRUBEN","11645519","02879"
"CRUPP","CFRUPP","11644377","04866"
"CRWANG","GUANWANG","11645997","05169"
"CSANDER","CCSANDER","11646450","08084"
"CSANG","CHINSEAN","11644662","08764"
"CSARDANA","CHARUSAR","11645208","01302"
"CSCHAI","CSCHAI","10678591","06060"
"CSCHEW","CCHEW3","10006139","08996"
"CSCHWING","CSCHWING","11645579","03257"
"CSEIM","CSEIM","11646080","08870"
"CSLEE","CLEE6","10648282","11338"
"CSLEONG","CSLEONG","10687558","09635"
"CSLIM","CSLIM","11646306","06117"
"CSLOH","CLOHSZEX","11266584","11830"
"CSNG","CHEISIAN","11644559","08654"
"CSOOY","CSOOY","11645212","01334"
"CSORRELL","CSORRELL","11645088","00583"
"CSTENZEL","CSTENZEL","11644177","10840"
"CSULLIVA","CSSULLIV","11644918","09812"
"CSWONG","CHIEWSIA","10679006","04598"
"CTATO","CTATO","11644753","10528"
"CTAUPIER","CTAUPIER","11644291","04648"
"CTHAKKAR","CTHAKKAR","11644512","08531"
"CTKAN","CTKAN","11646491","06525"
"CTKHOR","CTKHOR","10693520","05589"
"CTLEE","CTLEE","11646367","08190"
"CTLOW","CHINGTEN","11646889","07237"
"CTONG","CLIFTONT","11644667","00065"
"CTSE","CCTSE","11646574","06762"
"CTSENG","CAMLEINT","11644916","09805"
"CVAN","CVAN","11672562","11230"
"CVARLAMO","CVARLAMO","11655135","10953"
"CVASILIU","CVASILIU","11645538","03025"
"CVELASCO","CVELASCO","11644421","08422"
"CVLARSEN","CARSTENV","10634265","09338"
"CVONG","CVONG","11646708","07751"
"CWANG","CHINGJYH","11645319","02073"
"CWCHEN","CWCHEN","11644989","09850"
"CWCHOONG","CWCHOONG","11645561","03128"
"CWCOOI","WEICHENO","11686689","11579"
"CWEI","CHENWEI","11644897","09747"
"CWEN","WENCHAO","11646311","06132"
"CWGOOI","CWGOOI","10666833","09574"
"CWHENG","CHENG","10006062","11372"
"CWLAI","CHANWAHL","11645350","02278"
"CWLEE","CWLEE","11042614","06970"
"CWLIM","CLIM17","10707445","10967"
"CWLOK","CWLOK","11271682","07139"
"CWORTMAN","CWORTMAN","11645539","03026"
"CWYAP","CWYAP","11644132","04297"
"CWYSOCKI","CWYSOCKI","11645548","03064"
"CWYUEN","CHIEWWAH","11645332","02149"
"CXLIM","CHOOXIAN","11686688","11575"
"CYANG","CYYANG","10561783","09869"
"CYAO","MATTYAO","11676285","10576"
"CYCHAN","CYCHAN","11644568","08673"
"CYCHEOH","CYCHEOH","11646413","06316"
"CYCHEW","CHINYINC","10669041","04187"
"CYEN","CHAOYUYE","11646719","07696"
"CYHEAH","CHIAYEEK","11646821","07121"
"CYHOR","CHIAYINH","11673254","11300"
"CYI","JEASONYI","11644763","10504"
"CYKHAW","CYKHAW","11646481","06505"
"CYLEE","CHEEYEAN","11646802","07595"
"CYOON","CHANGWOO","11645055","10000"
"CYOW","CHUNGYEO","11646564","06725"
"CYQUEK","CYQUEK","11646760","07006"
"CYTAN","KENNETHC","10683897","07339"
"CYTANLEE","CTANLEE","11691858","11716"
"CYWU","CHIAYUWU","11647078","10886"
"CYYONG","YONGCHIN","11646572","06758"
"CZENG","HONGBINZ","11646655","06856"
"CZHANG","CXZHANG","11645198","01176"
"CZHENG","LZHENG1","11645919","05066"
"CZTAN","TANJOE","11337570","08768"
"CZTEH","CZTEH","11646055","05420"
"DABDULRA","DABDULRA","11645607","10146"
"DABUAN","DABUAN","11644588","10650"
"DALDERRO","ALDERROU","10789119","07754"
"DALEE","DANIELHO","11646639","06814"
"DALMEIDA","DALMEIDA","11646726","07623"
"DANDRADE","DEVONAND","11528207","10593"
"DANNGUYE","DANGNG2X","11709745","10877"
"DAPPLEWH","DAPPLEWH","11644938","10444"
"DARAVIND","DRAVINDR","11676286","11330"
"DARTZ","DAVIDRAR","10047293","10245"
"DBEAUDRE","DBBEAUDR","11654368","10962"
"DBEI","DBEI","11644889","09726"
"DBIRAN","DANNYBIR","11644373","04845"
"DBLAKELY","DBLAKELY","11644516","08541"
"DBRUBAKE","DBRUBAKE","11644826","09609"
"DCAO","YECAO","11644282","04600"
"DCAPALIJ","DCAPALIJ","11645790","10060"
"DCASHMAN","DCASHMAN","11645734","03997"
"DCHEN","DONGDON2","11645041","09974"
"DCHENG","YUENNICH","11646560","06718"
"DCHO","DTCHO","10607015","11419"
"DCHOI","DAMICHOI","11672560","11240"
"DCLARK","DUSTYCLA","11644167","10854"
"DCLARKE","CLARKEDA","11645531","02954"
"DCORRIGA","DIANECOR","11646846","07507"
"DCOUSTIE","DCOUSTIE","11644605","10606"
"DDAKHIL","DANIDAKH","11645054","09998"
"DDANG","DANGDANH","11645337","02185"
"DDENISEN","DNDENISE","11645751","04106"
"DDESMET","DDESMET","11644227","04511"
"DDO","DUSTINDO","11645123","00978"
"DDORESWA","DDORESWA","11644591","10653"
"DDORNSEI","DAVIDPDO","10630356","01723"
"DDWANG","DAVIDDIN","11671378","11177"
"DDYAN","DDYAN","11646732","07634"
"DEGOH","DEGOH","11646673","06893"
"DEJOHNSO","DRJOHNSO","11646604","07956"
"DELMER","DELMER","11646421","06353"
"DELSON","DELSON","11645423","10276"
"DENGUYEN","DENGUYEN","11645101","00785"
"DERRYMUR","DERRYMUR","11668499","11105"
"DEYAN","DYAN2","10699336","07379"
"DFACKER","DJFACKER","11270552","11124"
"DFARIA","DFARIA","11644665","00042"
"DFAULKNE","DRFAULKN","11646285","08257"
"DFIGUERO","DOMINGOF","11644715","09424"
"DFOSTER","DWFOSTER","11644771","10469"
"DFROBART","DFROBART","11646218","05862"
"DGALLOWA","DGALLOWA","11645544","03056"
"DGAMBA","DGAMBA","11645249","01634"
"DGANJU","DGANJU","11687441","11572"
"DGIANDUS","DGIANDUS","11644351","10703"
"DGILLETT","DGILLETT","11645378","02422"
"DGOLDMAN","DGOLDMAN","11644126","04284"
"DGOPALSA","DGOPALSA","11645287","01863"
"DGRANT","GRANTDAV","11646478","08053"
"DGREENFI","DGREENFI","11645215","01360"
"DGREENHI","DJGREENH","11645823","09300"
"DHALL","DONALDHA","11646832","07501"
"DHAN","HANDAVID","11689354","07320"
"DHARGADE","DHARGADE","11644296","04680"
"DHDONG","HIENDONG","11678268","11405"
"DHE","DAVIDHE","11645978","05088"
"DHEAD","DHEAD","11647212","04157"
"DHERNAND","DEHERNAN","11645226","01452"
"DHIGHTOW","DHIGHTOW","11644696","09391"
"DHOW","DHOW","11644482","08454"
"DHSYED","DHHSYED","11672361","11203"
"DHTANG","DHTANG","11646159","05699"
"DHUANG","GWOLONHU","11645190","01127"
"DHUMPHRE","DRHUMPHR","11645837","10122"
"DHUYNH","DUNGHUYN","11645562","03140"
"DIBBOTSO","DEIBBOTS","11644182","04352"
"DICHILOV","DICHILOV","11644852","09675"
"DINGUYEN","DINGUYEN","11644525","08557"
"DIWU","DGWU","11645134","10356"
"DIZUMI","DIZUMI","11646204","05826"
"DJHSIA","DJHSIA","11339431","11463"
"DJIMENEZ","DJIMENEZ","11644690","09377"
"DJMOORE","DAVIDMOO","11645474","02790"
"DJOHNSON","DBJOHNSO","11645105","00811"
"DJUSTESE","DJUSTESE","11645812","09326"
"DKBHAKTA","DNBHAKTA","11585825","10275"
"DKEHLET","DKEHLET","11644219","04446"
"DKIM","KIMD","11644369","04815"
"DKINTZ","DKINTZ","11644477","09282"
"DKLOSTER","DAVIDEKL","11269515","09006"
"DKOLTAK","DKOLTAK","11644154","10869"
"DKOTTI","DKOTTI","11664272","11111"
"DKSABAPA","DKSABAPA","11644436","10696"
"DKSTAI","KTAIX","11709821","11502"
"DKTADEPA","DTADEPAL","11681579","11445"
"DKWKHOK","KKHOK","11268947","10966"
"DLE","DAILE","11646088","08890"
"DLEE","LEEDAISY","11645282","01817"
"DLEVITSK","DLEVITSK","11668517","11187"
"DLEWIS","DAVIDLEW","11645545","03058"
"DLI","YUL","11645958","08986"
"DLIEBY","DLIEBY","11646151","05677"
"DLIM","LIMDESHI","10714621","06971"
"DLOPATA","DOUGLASL","11644699","09400"
"DLU","ZENGYUAN","11645884","04906"
"DLUZON","DLUZON","11646053","05408"
"DLYLES","DLYLES","11666465","11142"
"DMANFORD","DMANFORD","11341379","11192"
"DMARTIN","MARTIND","11366568","09858"
"DMCHOI","DMCHOI","11644890","09727"
"DMCNAMAR","DRMCNAMA","11644269","04540"
"DMENDEL","DMENDEL","11644684","00370"
"DMITCHAM","DMITCHAM","11645402","02517"
"DMODI","DHARAKMO","11691859","11707"
"DMUKHERJ","DMUKHERJ","11644389","08324"
"DMULLASS","DMULLASS","11666476","11128"
"DMUNDAY","DAVIDAMU","11268079","09152"
"DNGUYEN","DNNGUYEN","11646483","06508"
"DOCHEN","DTCHEN","11646289","06053"
"DOH","DANOH","11644565","08666"
"DOJUNG","DOJUNG","11645935","09024"
"DOKIM","KIMDONG1","11673257","11254"
"DORYDBER","DORYDBER","11645675","03549"
"DPALM","DPALM","11708173","11740"
"DPALTYSU","DPALTYSU","11691850","11694"
"DPAPOI","DMPAPOI","11667863","11146"
"DPATIL","PATILDIN","11645031","09947"
"DPEREIRA","DJPEREIR","11644500","08497"
"DPERERA","DPERERA","11644698","09399"
"DPHAM","DUYPHAM","11644564","08665"
"DPLANT","RPLANTX","11707700","11926"
"DPOOL","DPOOL","11645003","09879"
"DPRINN","DPRINN","11647185","08325"
"DPRITSKE","DPRITSKE","11646805","07109"
"DPURFURS","DPURFURS","11646182","05774"
"DRAGHAVA","DRAGHAVA","11644228","04471"
"DRAJAN","DIYARAJA","11680555","11403"
"DRANADE","DRANADE","11690026","11673"
"DRATAKON","DEEPARAT","11645341","02237"
"DREICHER","DREICHER","11645749","04098"
"DREILLY","DREILLY","11645308","01979"
"DRICHARD","DGRICHAR","11645648","03413"
"DROIG","DROIGX","11707198","11933"
"DROSAS","ROSASDAX","11707827","10970"
"DSABANGY","DABANGYU","11684526","11493"
"DSACHDEV","DAVINDER","11645393","02466"
"DSALVATI","DSALVATI","11646169","05728"
"DSANDERS","DKSANDER","11644977","10398"
"DSANFORD","DSANFORD","11646251","08790"
"DSEYNHAE","DSEYNHAE","11646198","08855"
"DSHAH","DHWANIJS","11645894","04971"
"DSHAO","SHAODAVI","11645864","09114"
"DSHARMA","DIKSHASH","11644153","10870"
"DSHEEHY","DANJSHEE","10029575","04100"
"DSHELDON","DSHELDON","11646445","08204"
"DSHELKE","DSHELKE","11708922","11747"
"DSHIH","DKSHIH","11646025","05284"
"DSHIRIZL","DSHIRIZL","11646448","08259"
"DSIKDAR","DSIKDAR","11645818","09243"
"DSLE","DSLE","11646095","08843"
"DSNYDER","DMSNYDER","11644207","04392"
"DSO","DSO","11645692","03739"
"DSRIVAST","DSRIVAST","10531463","11247"
"DSTACK","DSTACK","11644249","10781"
"DSTACKEN","DSTACKEN","11645379","02430"
"DSU","PHUXUONG","11645195","01145"
"DSUNDARA","DEVINSUN","11645296","01902"
"DSUTARIA","DSUTARIA","11644742","10539"
"DTAMBURI","DTAMBURX","11707431","11947"
"DTEJANI","DTEJANI","11645179","10280"
"DTEMPLE","DTEMPLE","11645810","09323"
"DTEOH","DTEOH","11498385","10616"
"DTHOMAS","THOMASD","11644901","09753"
"DTNGUYEN","DANNYTHU","11645078","00495"
"DTONEVA","DTONEVA","11644633","10580"
"DTRAN","TRANDAI","11645855","09154"
"DTRAVAGL","DTRAVAGL","11645616","10130"
"DTREANTO","DTREANTO","11646081","08871"
"DTRUSKOW","DTRUSKOW","11644785","09484"
"DUNNIKRI","DUNNIKRI","11646776","07056"
"DVANWAGE","DVANWAGE","11645537","03024"
"DVOLOSHY","DVOLOSHY","11645176","10307"
"DVULEVIC","DVULEVIC","11644892","09736"
"DWANG","WANG15","11645892","04965"
"DWESTBIE","DWESTBIE","11644812","09575"
"DWESTERG","DWESTERG","11645706","03835"
"DWIGANT","DWIGANT","10027927","11596"
"DYAMASAK","DAISUKEY","11644483","08456"
"DYANG","HAOYANG1","11645882","04899"
"DYAO","YAODONGM","11644397","08340"
"DYOSHIDA","DYOSHIDA","11644453","09221"
"DYYOO","DYYOO","11644440","10674"
"EAGARWAL","ESHAAGAR","11645481","10241"
"EAHMED","ELIASAHM","11646273","08247"
"EANDERSE","EANDERSE","10598351","09334"
"EASHBY","EASHBY","11644733","10648"
"EBATES","EMBATES","11644274","04559"
"EBRITO","EBRITO","11644879","09713"
"ECHCHENG","ECHCHENG","11380063","05644"
"ECHEN","YUTSEECH","11645077","00489"
"ECHIAE","ECHIAE","11644451","09219"
"ECHIANG","YUNKUEIE","11646827","07128"
"ECHIOU","ECHIOU","11644881","09715"
"ECHUNG","EJCHUNG","11646442","08173"
"ECOMEAU","ECOMEAU","11646263","08296"
"ECSAW","EUCHUENS","11573207","11123"
"ECUSTODI","ECUSTODI","11645942","09041"
"EDENG","EDENG","11645759","04126"
"EDHARMA","EDDYDHAR","11669657","11185"
"EDIER","EDIER","11676282","11323"
"EDLEE","EDLEE","11646171","05735"
"EDLIM","LIMEDISO","11646727","07625"
"EDU","YINGQIDU","11646690","07920"
"EELFEREZ","EELFEREZ","11646694","07786"
"EEW","EEW","10718041","07750"
"EFCHIN","EFCHIN","10002292","08405"
"EFISHER","ELFISHER","11645910","05036"
"EFRAZALI","ELFARABI","10659834","06496"
"EGARBETT","EGARBETT","11647213","04237"
"EGARRY","EGARRY","11644998","09870"
"EGLETSKI","EGLETSKI","11644497","08488"
"EGOMEZ","EVGOMEZ","11645098","00744"
"EGRASSIC","EGRASSIC","11645340","02222"
"EHASHIZU","EHASHIZU","11644125","04280"
"EHINTON","EHINTON","11645000","09872"
"EHLEOW","EHLEOW","10669550","06536"
"EHO","ELWOODHO","11644409","08376"
"EHUANG","YUENKIAN","11645879","04182"
"EHUGHES","EHUGHES","11646918","07466"
"EHURLEY","EHURLEY","11644295","04663"
"EHWANG","EEHWANG","11644750","10525"
"EICFONG","EICFONG","11644158","10865"
"EINTAL","EINTAL","11645663","03473"
"EJOHANSS","EJOHANSS","11645381","02445"
"EJULIAS","EJULIAS","11645318","02061"
"EKNG","ENGKEENG","10544099","05323"
"EKWCHEOH","ECHEOH","11672365","11267"
"EKYAP","EKYAP","10684717","10044"
"EKYEOH","EKYEOH","11646739","06947"
"ELCHEAH","ELCHEAH","10665165","10220"
"ELCHEN","ELIACHEN","11673259","11255"
"ELECHNER","ELECHNER","11644214","04423"
"ELEUNG","SIUFONGE","11646692","07932"
"ELEWE","ELEWE","11645661","03462"
"ELHO","ENGLINGH","11581479","03878"
"ELIN","YENFULIN","11645480","02802"
"ELLEE","EELINLEE","11645979","05089"
"ELOOI","ELOOI","11646214","05856"
"ELTEH","ELTEH","11646178","05750"
"ELYEAP","ELYEAP","11646379","08154"
"EMARTINE","ELVIAMAR","11644279","04590"
"EMATTERN","EMATTERN","11644862","09691"
"EMCCARTH","EMCCARTH","11646835","07134"
"EMERSHON","EMERSHON","11644940","10447"
"EMING","EMILYANG","11680544","10189"
"EMOOI","EMOOI","11646432","06423"
"ENASIRI","ENASIRI","11646771","07044"
"ENASWALI","ENASWALI","11645073","10036"
"ENEARY","EAMONNEA","11644480","08451"
"ENHUANG","ENSHENGH","11679872","11426"
"EONG","ELEENAYE","11645397","02481"
"EPHAM","EPHAM","11692021","11696"
"EPHUN","EPHUN","11645667","03500"
"EPOCHE","EPOCHE","11675539","11320"
"EPUCHKAR","EPUCHKAR","11645554","03103"
"EREYES","EPIFANIO","11644140","04312"
"EROORDA","EROORDA","11644966","10407"
"ERWANG","ERWEIWAN","11668493","11152"
"ESATHER","ESATHER","11644955","10432"
"ESCHRODE","ESCHRODE","11645832","09341"
"ESHA","ESHA","11672869","11225"
"ESHAIKH","ESHAIKH","11644122","04273"
"ESO","SIUPINGS","11645202","01224"
"ESOOI","OOIAARON","11314520","07340"
"ESYWONG","WONGEVEX","11709983","11090"
"ETGAN","ETGAN","11645926","09046"
"ETHANG","ETHANG","11667867","11112"
"ETLIM","ETLIM","11645584","03303"
"ETLNG","ETLNG","11644394","08334"
"ETTEO","ETTEO","11645600","10162"
"EVALLE","EVALLE","11645094","00707"
"EVENDITT","ERICVEND","11646373","08139"
"EVLIN","EVLIN","11646733","06928"
"EWAESE","EWAESE","11645856","09157"
"EWANG","CHENWANG","11644391","08328"
"EWCHANG","ERICWCHA","10061902","01712"
"EWCHUN","ECHUN","10718299","10564"
"EWMAO","MAOE","11669656","11143"
"EWMKHOO","ERICKHOO","11664307","11125"
"EWOLF","WOLFELIZ","10983956","06256"
"EWONG","CHEONGCH","11645486","02812"
"EWOODCOC","EWOODCOC","11645960","08992"
"EYEE","EYEE","11645678","03623"
"EYLOH","ENGYEONG","11645328","02117"
"EYXU","ELLIEXU","11666470","11135"
"EZTABASY","EZHIANTA","11645164","10310"
"FAMMIRO","FAMMIRO","11646247","05946"
"FAZLI","FAZLI","11645157","10323"
"FBOGUE","FBOGUE","11646091","08832"
"FBOURDON","FBOURDON","10058326","11797"
"FCAO","FEILUNCA","11678247","11401"
"FCHEN","FUCHEN","11646226","05877"
"FCHOW","FCHOW","11645895","04975"
"FDING","YUANLAID","11646406","06299"
"FDUBUC","FDUBUC","11645990","05135"
"FEYANG","FEYANG","10665384","09325"
"FFAN","FKFAN","11646048","05384"
"FFERRANT","FFERRANT","11646544","06667"
"FFMODMAA","FFMODMAA","11426309","11736"
"FFOERSTE","FFOERSTE","11646396","06268"
"FHANSEN","HANSENFL","10674132","10297"
"FHMSULTA","FHMSULTA","11645938","09032"
"FHOEG","FHOEG","11645813","09327"
"FHSUEH","FHSUEH","11644636","08714"
"FIBNURIJ","FIBNURIJ","11682258","11398"
"FINAFIAH","FNAFIAH","11664305","11103"
"FJAVAHER","FJAVAHER","11687439","11618"
"FJEANNET","FJEANNET","11645512","02852"
"FKHAN","FAISALNK","11644505","08518"
"FKPANG","FKPANG","11646302","06096"
"FKUA","FKUA","11644860","09686"
"FMIRELES","FMIRELES","11644414","08395"
"FMOHAMME","FJUMAAH","11644963","10430"
"FNYGREEN","FNYGREEN","10545398","09336"
"FPEQUILL","FPEQUILL","10000258","01675"
"FPLAVEC","FPLAVEC","11644616","08693"
"FRICHARD","FRICHARD","11645358","02343"
"FRICHTER","FANGYUNR","10069250","01492"
"FSHEARER","FJSHEARE","11644424","08427"
"FSIRAGUS","FMSIRAGU","11645301","01945"
"FTAN","FENGLINT","11646388","08130"
"FTOTH","FRANKTOT","11644867","09699"
"FTTANG","FHANTHIN","10709858","06175"
"FVANG","FVANGX","11707051","11952"
"FWCHONG","FWCHONG","11272989","08222"
"FWKLEUNG","FRANCOLE","11665453","11079"
"FWU","FMWU","11644376","04863"
"FYOUSEFI","FYOUSEFI","11645640","10096"
"FYSU","FYSU","11646608","07892"
"FZHAO","SENLINZH","11645994","05153"
"GALVESIV","GALVESIV","11268154","11374"
"GAONG","GONG6","10711887","11359"
"GBAECKLE","GBAECKLE","11645292","01890"
"GBANDIKA","GBANDIKA","11644767","10464"
"GBANIQUE","GBANIQUE","11644944","10457"
"GBATRAKO","GBATRAKO","11645523","02917"
"GBILLORE","GBILLORE","11644974","10417"
"GBISHOP","GBISHOP","11645668","03518"
"GBLAKE","GRBLAKE","11646892","07292"
"GBNG","GBNG","11645598","10168"
"GBUSLETT","GBUSLETT","11644701","09405"
"GCHANDAW","GCHANDAW","11644766","10462"
"GCHANG","CHANGGIL","11644610","08691"
"GCHEN","GJCHEN","11644484","08459"
"GCHINNAD","GCHINNAX","11466522","11864"
"GCHIU","GRCHIU","11645903","05001"
"GCOPPERW","GCOPPERW","11646377","08151"
"GCOX","GCO1","11645658","03460"
"GCRUZ","EDGARDOC","10564845","01943"
"GCYEOH","GCYEOH","11646568","06731"
"GDELILE","GDELILE","11644460","09242"
"GDEVGAN","GDEVGAN","11648402","10741"
"GDEVI","GDEVI","11646582","06790"
"GELCHNG","GCHNG","11222524","10880"
"GELWOOD","GELWOOD","11646495","06532"
"GFRAGOSO","GFRAGOSO","11645106","00891"
"GGAO","GEGAO","11672336","11210"
"GGARCIA","GARCIA1","11490845","11252"
"GGUO","GUOP","11646829","07129"
"GHE","HUGANGHE","11646342","08264"
"GHEIDKAM","GHEIDKAM","11684500","11549"
"GHKIM","GHUNKIM","11690950","11676"
"GHLUI","GHLUI","11645067","10021"
"GHOH","GHOH","10681784","04930"
"GIVES","GIVES","11687440","11308"
"GIYER","GIYER","11646382","08120"
"GKIM","GAWONKIM","11645608","10149"
"GKIRKLAN","GKIRKLAN","11657884","11054"
"GKONG","GOETKWON","11645707","03844"
"GKOON","GKOON","11645720","03896"
"GLAI","GNLAI","11644112","04222"
"GLAMBERT","GARYLAMB","11644865","09697"
"GLANDWEH","GLANDWEH","11676279","11366"
"GLCHNG","GLCHNG","10550280","09014"
"GLOFTS","GLOFTS","11647219","08158"
"GMANOHAR","GAUTAMMA","11675536","11304"
"GMARA","GMARA","11646184","05786"
"GMBAKER","GMBAKER","11644529","08563"
"GMBARBOS","GMBARBOS","11645863","09112"
"GMCGUIRE","GMCGUIRE","11645501","10186"
"GMCHAN","GAIKMING","10710756","07208"
"GMCKENZI","GMCKENZI","11647211","03683"
"GMILLER","GEOFFDMI","11644802","09549"
"GMONG","GMONG","10681422","07443"
"GMOORE","GREGMOOR","11686559","03485"
"GMORGAN","GAMORGAN","11645971","05070"
"GMPUNG","GMPUNG","11644349","10720"
"GMUKHERJ","GMUKHERJ","11644446","10684"
"GMULDROW","GMULDROW","11646888","07263"
"GNASH","GNASH","11646595","07935"
"GOOI","GEORGECH","11646601","07950"
"GPCHEE","GPCHEE","11298296","07770"
"GPHAM","GHPHAM","11645206","01273"
"GPIERCEY","GPIERCEY","11644825","09608"
"GPRIVITE","GPRIVITE","11680384","11307"
"GQUAN","GQUAN","11645732","03985"
"GQUEVEDO","GQUEVEDO","11679877","10915"
"GRAJASEG","GRAJASEG","11645229","01477"
"GRAO","RAOGEETH","11644390","08326"
"GRIZER","GRIZER","11645582","03293"
"GRMOORE","GRAHAMMO","11645945","09000"
"GROBERTS","ROBERTSG","11645374","02409"
"GRODRIGU","GMRODRIG","11645228","01471"
"GSAINI","GSAINIX","11709466","11844"
"GSCHONG","CHONGGEO","10695276","05626"
"GSEMMANU","GREGORYE","11645175","10303"
"GSNG","GSNG","11645450","02733"
"GSOUTHER","GSOUTHER","11685454","11554"
"GSPENCER","SPENCERG","11645714","03867"
"GSTEINKE","GSTEINKE","11645103","00788"
"GSTEOH","GSTEOH","10810688","08994"
"GSUNDARA","GSUNDAR1","11673263","11261"
"GSURE","SUREGANE","11644142","04317"
"GTANG","GAIKTHEN","11646463","06464"
"GTIWANA","TIWANAGU","11646157","05694"
"GTOOI","OOIC","10689815","10667"
"GTORRES","GTORRESC","11648142","10888"
"GTOTOLOS","GEORGETO","11676280","11322"
"GUCHEN","GUANGCHE","11646553","06693"
"GUIZHANG","GUIZHANG","11645169","10295"
"GULIN","GUJIANGL","11676327","11348"
"GUMAR","GUMAR","11644943","10456"
"GUSINGH","GUSINGH","11644443","10677"
